publishTime,position,salary,companyName,companyType,companySize,responsibility,requirement,requirement_city,requirement_exp,requirement_edu,avg_salary
发布于2018-11-15 19:36,社群运营,6K-9K,gogotalk青少外教英语,在线教育,A轮500-999人,1、负责微信社群用户的拉新、活跃、留存、转化；2、负责社群答疑、投诉处理，对学员反馈及时跟进；3、负责社群的活动策划，促进用户增长，提升社群活跃度；任职资格：1、全日制大专及以上学历；2、对教育行业感兴趣，有无经验均可；3、善于沟通，思维敏捷，良好的团队协作精神和创新能力。福利：带薪年假，法定节假日休息的，定期团建，每半年有晋升，外出旅游等。5号线大屯路东地铁口A口公司地址：朝阳区慧忠北路逸园商务楼4层。,城市：北京经验：1-3年学历：大专,北京,1-3年,大专,7500.0
发布于2018-11-08 11:27,社群运营,7K-8K,松鼠拼拼,移动互联网,A轮1000-9999人,【岗位职责】1、对社群用户线上引导，转化提升、日常运营等事项负责；2、通过微信群与用户进行良性互动，建立有效的手段提升群内活跃度；3、负责社群的会员服务，策划新老会员的活动方案创意等；4、擅长跨部门合作，对社群客服售后的相关工作处理。【岗位要求】 1、服务意识强，有耐心、谦卑心，富有想象力和激情；2、学习能力强，愿意尝试并领悟新鲜事物；3、思维活跃，具有良好的理解能力和团队精神，热爱互联网，熟悉网络语言；4、有社群运营相关工作经验（包括但不限于微信、微博营销等），具有行业经验者优先；5、有微信群指导群主操作及维护经验，善于制造话题和策划社区活动，并引导用户参与互动。,城市：北京经验：1-3年学历：大专,北京,1-3年,大专,7500.0
发布于2018-07-11 13:29,销售运营,10K-20K,华信金融,互联网金融,不需要融资1000-9999人,销售职位，高提成，高收入，绝对的高，不信你来试试。 收入不高我给你贴合作及招聘电话：陈经理*****（同微信）,城市：北京经验：1年以内学历：大专,北京,1年以内,大专,15000.0
发布于2018-11-15 10:15,天猫运营,8K-15K,晨光文具,其他行业,已上市1000-9999人,岗位职责：1、负责公司天猫专卖店整体运营管理，制定运营策略、方案和计划并组织执行；2、负责开发招募线上店铺；并提升经营质量4、店铺直通车，钻展，淘客，搜索优化操作；5、大盘数据，店铺数据，竞争品牌数据整理分析，总结；6、负责定期拟定工作计划，总结汇报，团队管理与建设.任职要求：1、3年以上电商行业从业经历，有文具或多SKU数行业经验者优先；2、对电商模式有思路，能够把握用户需求，熟悉网站运营规律；3、熟悉天猫操作规范和流程，精通各类线上营销手段；4、敏锐的市场触觉，具有较强的在线销售，策划推广、运营管理能力；5、有较强的洞察力和高度的责任心，有较强的团队管理能力和沟通能力，能够承受较大的工作强度和工作压力。,城市：北京经验：3-5年学历：大专,北京,3-5年,大专,11500.0
发布于2018-09-18 19:23,运营专员,8K-10K,浪潮集团,计算机软件,已上市10000人以上,岗位要求：1、互联网、通讯、市场营销等行业本科以上学历；2、有3年以上移动互联网或互联网运营工作经验；3、对电子商务和有一定了解；4、具备丰富的线上线下活动策划与落实经验、优秀的PPT及Word文档撰写能力。工作职责：1、与行业客户保持良好的沟通和联系，随时响应用户需求，收集并处理客户意见与投诉，形成运营需求；2、策划、执行所需营销活动，引导用户合理使用产品，提高用户活跃度；3、挖掘分析用户使用习惯、体验及感受，分析用户使用数据，为产品改进提供有效建议。,城市：北京经验：3-5年学历：大专,北京,3-5年,大专,9000.0
发布于2018-11-17 18:14,商务运营,5K-7K,元海慧诚,互联网金融,C轮1000-9999人,岗位职责：1、对接甲方新项目网络调试协调相关部门2、项目资料整理同步业务部门管理3、与甲方沟通减免入账方式等具体细节对接4、配合甲方组织业务部门系统培训；5、甲方项目回款金额核对、开票申请通知；6、自有系统的案件导入、分案。系统问题收集反馈；7、甲方系统的账号申请管理，业务员问题对接反馈并与甲方沟通处理；任职要求：1.大专以上学历；2.较强的思维逻辑跟沟通能力；3.一年以上工作经验；4.熟练操作办公软件；公司目前在昌平区北七家，接受工作地址，优先录用。,城市：北京经验：1年以内学历：大专,北京,1年以内,大专,6000.0
发布于2018-09-19 14:26,产品运营,20K-40K,滴滴出行,移动互联网,D轮及以上10000人以上,1，负责B端产品的推广和日常运营工作；2，洞察和提炼用户需求，关注业内发展动态，推动产品能力提升；3，汇总线下运营中出现的问题，对问题进行归纳分类；定期反馈至产品及相关业务团队，推动系统的优化、业务的发展；4，定期对产品核心指标和使用情况进行分析和评估，并提出有效的分析方案，确定下一步运营计划。任职资格：1，3年以上产品运营相关经验。2，对项目管理有一定的认知；具备较强的逻辑分析＆抽象能力、优秀的沟通与协调能力；结果导向。3，有趣！有B端、o2o运营工作经验者优先。,城市：北京经验：3-5年学历：本科,北京,3-5年,本科,30000.0
发布于2018-09-13 19:50,作者运营,10K-20K,百度,互联网,已上市10000人以上,【职位描述】 1、负责科技、数码垂类作者运营，通过数据分析制定运营策略； 2、负责核心作者的拉新和维护，制定运营策略提高作者发文积极性； 3、运营活动的策划推广及执行，通过运营活动提升作者、品牌影响力。 【任职要求】 1、工作二年以上，熟悉互联网行业，有作者运营经验者优先；  2、科技领域有一定的资源，对短视频制作有创新思路； 3、能够通过数据分析作者行为，有通过数据驱动解决问题的实际经验；  4、能够主动快速接触到核心用户，沟通和解决问题的能力较强。,城市：北京经验：1-3年学历：本科,北京,1-3年,本科,15000.0
发布于2018-11-16 13:59,运营经理,15K-25K,文思海辉,计算机软件,已上市10000人以上,主要负责部门内部的运营管理，具体包括成本管理、运营分析等内容,城市：北京经验：5-10年学历：大专,北京,5-10年,大专,20000.0
发布于2018-11-15 10:55,用户运营,15K-22K,水滴互助,互联网金融,A轮1000-9999人,职位描述：1. 根据平台产品不同阶段用户运营上的侧重点制定工作计划，完成用户分级体系、成长体系等精细化运营体系的构建和迭代优化2. 基于数据和用户调研，分析用户特征和需求，不断驱动用户体验的改善，完善服务内容，制定运营策略，刺激活跃，提高长期留存3. 负责相关产品、服务的日常运营与管理，以及相关活动的策划、执行落地、统筹协调、效果评估等任职要求：1. 有2年及以上的产品、运营策划经验优先，有积分，会员体系建设经验优先；2. 有良好的用户行为洞察力，有产品策划经验，能够进行原型，需求设计；跟进设计，开发，测试及上线；3. 优秀的数据分析能力，逻辑思考能力和总结能力。,城市：北京经验：3-5年学历：本科,北京,3-5年,本科,18500.0
发布于2018-09-10 09:29,商家运营,8K-16K,京东集团,电子商务,已上市10000人以上,京东新通路承接京东线下拓展B2B业务（具体可自行百度查询）B2B的特色在于区域差异化较大，区域化运营将是未来B2B不可缺少一环。岗位职责：负责平台商家运营，包括全国不同区域商家的运营。涉及分类包括家电、数码、家清个护、母婴、文具、宠物、食品、饮料、百货等类目。,城市：北京经验：1年以内学历：本科,北京,1年以内,本科,12000.0
发布于2018-11-13 11:01,活动运营,10K-15K,VIPKID,移动互联网,D轮及以上10000人以上,"岗位职责：1、活动策划：结合VIPKID在线教育产品及平台特色，策划高效可行的线上线下活动方案，形式不限于H5页面制作、小程序等；2、活动执行：严格把控活动方案的执行进程，按照时间节点和质量要求完成活动目标，促进用户的转化和粘性；3、资源协调：根据项目需求，协调公司内、外部合作方，使资源效益最大化；4、活动复盘：分析运营数据和活动效果，结合数据及用户反馈制定并调整运营策略，不断优化流程，达成运营指标。任职要求：1、2年及以上互联网产品线上、线下（特别是移动端线上）活动策划与执行经验，有媒体平台/电商平台活动策划经验优先；2、对微信、微博、知乎等主流自媒体平台内容分发及其它运营规则有较深了解，有新媒体营销项目成功案例；3、脑洞大、网感佳，有很好的创意和文案能力，善于捕捉产品亮点，创作过有传播量的作品；4、熟练使用PPT、Axure、PS、H5等工具；5、具备一定的英语听说能力，与外籍同事交流无障碍；6、加分项：理解在线教育行业，特别是少儿英语、K12领域，对家长群体有认知, 长期关注该行业的最新营销手法。",城市：北京经验：1-3年学历：本科,北京,1-3年,本科,12500.0
